See https://www.sciencedirect.com/science/article/abs/pii/S0019103523004001
Optical depth (tau) as measured with MSL Mastcam by Mark Lemmon, MLemmon@SpaceScience.org
L7, M34, 880-nm
Generated: Wed Sep 20 10:01:49 2023
(Values of -1 indicate absence of validated data)
Lines of data in this table:         1938
*************************************************************
                    Product_ID,      Sol,   L_s,   tau, sigma
3626ML1029240010209289C00_DXXX,3626.4595, 323.7, 1.539, 0.034
3626ML1029340010209328C00_DXXX,3626.6614, 323.8, 1.470, 0.019
3629ML1029420011500077C00_DXXX,3629.4277, 325.4, 1.553, 0.032
3631ML1029470011500200C00_DXXX,3631.4104, 326.5, 1.566, 0.030
3633ML1029540011500235C00_DXXX,3633.2996, 327.6, 1.558, 0.013
3633ML1029620011500293C00_DXXX,3633.6667, 327.8, 1.338, 0.018
3634ML1029640011500304C00_DXXX,3634.4102, 328.2, 1.411, 0.030
3638ML1029820011500525C00_DXXX,3638.3347, 330.4, 1.520, 0.019
3638ML1029840011500578C00_DXXX,3638.4329, 330.5, 1.407, 0.032
3638ML1029910011500633C00_DXXX,3638.6692, 330.6, 1.278, 0.018
3642ML1030200011501021C00_DXXX,3642.4136, 332.7, 1.248, 0.030
3645ML1030330011501116C00_DXXX,3645.3926, 334.4, 1.223, 0.028
3646ML1030400011501299C00_DXXX,3646.3098, 334.9, 1.243, 0.015
3649ML1030670011501537C00_DXXX,3649.4402, 336.6, 1.128, 0.033
3652ML1030860011501644C00_DXXX,3652.4524, 338.3, 1.174, 0.034
3653ML1030880011501647C00_DXXX,3653.3015, 338.8, 1.193, 0.014
3653ML1030890011501652C00_DXXX,3653.4067, 338.8, 1.188, 0.030
3654ML1030990011501759C00_DXXX,3654.6470, 339.5, 1.056, 0.022
3656ML1031100011501897C00_DXXX,3656.3904, 340.5, 1.101, 0.028
3658ML1031270011502092C00_DXXX,3658.3801, 341.5, 1.121, 0.027
3660ML1031420011502211C00_DXXX,3660.3110, 342.6, 1.147, 0.015
3663ML1031450011502275C00_DXXX,3663.3809, 344.3, 1.095, 0.027
3667ML1031740011502364C00_DXXX,3667.3086, 346.4, 1.073, 0.014
3667ML1031900011502454C00_DXXX,3667.6250, 346.5, 0.975, 0.026
3668ML1031910011502459C00_DXXX,3668.4272, 347.0, 1.125, 0.032
3673ML1032210011502601C00_DXXX,3673.3821, 349.6, 1.139, 0.027
3674ML1032220011502603C00_DXXX,3674.2888, 350.1, 1.081, 0.014
3674ML1032330011502674C00_DXXX,3674.6824, 350.3, 0.940, 0.016
3677ML1032380011502794C00_DXXX,3677.4084, 351.8, 1.001, 0.031
3677ML1032440011502843C00_DXXX,3677.6440, 351.9, 0.939, 0.023
3680ML1032530011503031C00_DXXX,3680.3315, 353.3, 1.068, 0.018
3683ML1032680011503226C00_DXXX,3683.4299, 354.9, 1.071, 0.033
3688ML1032960011503503C00_DXXX,3688.4099, 357.5, 0.961, 0.030
3690ML1033100011503723C00_DXXX,3690.4260, 358.5, 0.992, 0.032
3693ML1033160011503745C00_DXXX,3693.6638,   0.2, 1.003, 0.018
3694ML1033190011503819C00_DXXX,3694.2964,   0.5, 1.022, 0.014
3708ML1033660011504130C00_DXXX,3708.3164,   7.6, 1.004, 0.015
3709ML1033820011504259C00_DXXX,3709.3945,   8.2, 0.988, 0.029
3711ML1033880011504377C00_DXXX,3711.4124,   9.2, 0.951, 0.030
3714ML1034070011504525C00_DXXX,3714.3904,  10.6, 0.883, 0.028
3714ML1034140011504581C00_DXXX,3714.5684,  10.7, 0.866, 0.032
3715ML1034150011504583C00_DXXX,3715.3391,  11.1, 0.854, 0.019
3717ML1034340011504800C00_DXXX,3717.4104,  12.1, 0.864, 0.031
3719ML1034390011504824C00_DXXX,3719.3916,  13.1, 0.816, 0.028
3721ML1034500011504903C00_DXXX,3721.3555,  14.1, 0.803, 0.022
3722ML1034580011504934C00_DXXX,3722.3975,  14.6, 0.800, 0.029
3723ML1034640011505001C00_DXXX,3723.5449,  15.2, 0.812, 0.033
3724ML1034700011505077C00_DXXX,3724.6567,  15.7, 0.805, 0.019
3727ML1034820011405249C00_DXXX,3727.4126,  17.0, 0.797, 0.031
3728ML1034870011405370C00_DXXX,3728.3220,  17.5, 0.739, 0.016
3728ML1034940011405497C00_DXXX,3728.6094,  17.6, 0.765, 0.027
3731ML1035120011405679C00_DXXX,3731.3999,  19.0, 0.760, 0.029
3733ML1035260011405937C00_DXXX,3733.6736,  20.1, 0.848, 0.016
3735ML1035290011305955C00_DXXX,3735.3259,  20.9, 0.728, 0.016
3735ML1035380011305993C00_DXXX,3735.5906,  21.0, 0.760, 0.029
3738ML1035530011306081C00_DXXX,3738.4014,  22.4, 0.719, 0.029
3741ML1035770011206266C00_DXXX,3741.4224,  23.8, 0.722, 0.031
3742ML1035800011206281C00_DXXX,3742.2964,  24.2, 0.661, 0.014
3744ML1036010011106484C00_DXXX,3744.5767,  25.3, 0.682, 0.030
3748ML1036260011106847C00_DXXX,3748.6423,  27.3, 0.659, 0.021
3749ML1036280011106880C00_DXXX,3749.3267,  27.6, 0.678, 0.016
3749ML1036360011006940C00_DXXX,3749.6519,  27.7, 0.652, 0.020
3751ML1036440011006981C00_DXXX,3751.4573,  28.6, 0.667, 0.033
3753ML1036560010907096C00_DXXX,3753.6213,  29.6, 0.660, 0.024
3754ML1036590010907170C00_DXXX,3754.5627,  30.1, 0.667, 0.031
3755ML1036600010907172C00_DXXX,3755.3372,  30.4, 0.633, 0.018
3758ML1036760010907375C00_DXXX,3758.5381,  31.9, 0.659, 0.033
3761ML1036830010807438C00_DXXX,3761.5088,  33.3, 0.661, 0.034
3762ML1036860010807440C00_DXXX,3762.3716,  33.7, 0.620, 0.023
3766ML1037000010807610C00_DXXX,3766.5415,  35.7, 0.635, 0.032
3770ML1037280010807798C00_DXXX,3770.5374,  37.5, 0.644, 0.032
3770ML1037310010807804C00_DXXX,3770.6499,  37.6, 0.645, 0.020
3772ML1037390010807916C00_DXXX,3772.5371,  38.5, 0.630, 0.032
3776ML1037610010808061C00_DXXX,3776.3269,  40.2, 0.577, 0.016
3777ML1037710010808159C00_DXXX,3777.6584,  40.8, 0.645, 0.018
3779ML1037880010808232C00_DXXX,3779.5520,  41.7, 0.629, 0.031
3782ML1038020010808393C00_DXXX,3782.5415,  43.1, 0.638, 0.032
3783ML1038030010808395C00_DXXX,3783.3501,  43.4, 0.633, 0.019
3787ML1038460010608582C00_DXXX,3787.6584,  45.4, 0.591, 0.018
3788ML1038480010608652C00_DXXX,3788.3579,  45.7, 0.590, 0.021
3793ML1038560010508680C00_DXXX,3793.5186,  48.1, 0.565, 0.032
3796ML1038660010408771C00_DXXX,3796.3508,  49.4, 0.547, 0.019
3796ML1038720010408777C00_DXXX,3796.4902,  49.4, 0.579, 0.032
3796ML1038850010408836C00_DXXX,3796.6877,  49.5, 0.579, 0.014
3799ML1039090010309024C00_DXXX,3799.5427,  50.8, 0.553, 0.031
3803ML1039280010309184C00_DXXX,3803.3193,  52.5, 0.543, 0.014
3803ML1039380010309228C00_DXXX,3803.6177,  52.7, 0.542, 0.024
3804ML1039390011600002C00_DXXX,3804.5293,  53.1, 0.521, 0.032
3806ML1039490011600056C00_DXXX,3806.5369,  54.0, 0.558, 0.031
3810ML1039640011600138C00_DXXX,3810.3206,  55.7, 0.510, 0.014
3810ML1039760011600195C00_DXXX,3810.7043,  55.9, 0.498, 0.015
3811ML1039800011600212C00_DXXX,3811.5354,  56.3, 0.495, 0.031
3813ML1039940011600285C00_DXXX,3813.4937,  57.1, 0.528, 0.032
3814ML1039980011600321C00_DXXX,3814.5571,  57.6, 0.514, 0.030
3816ML1040070011600530C00_DXXX,3816.5625,  58.5, 0.477, 0.029
3817ML1040080011600535C00_DXXX,3817.3347,  58.9, 0.493, 0.016
3817ML1040130011600584C00_DXXX,3817.6262,  59.0, 0.489, 0.022
3820ML1040270011600757C00_DXXX,3820.5747,  60.3, 0.492, 0.028
3822ML1040290011600760C00_DXXX,3822.5347,  61.2, 0.501, 0.031
3823ML1040320011600789C00_DXXX,3823.3792,  61.6, 0.495, 0.023
3824ML1040450011600916C00_DXXX,3824.6782,  62.2, 0.503, 0.014
3826ML1040500011600958C00_DXXX,3826.4924,  63.0, 0.540, 0.032
3830ML1040600011601003C00_DXXX,3830.3835,  64.7, 0.495, 0.023
3830ML1040630011601008C00_DXXX,3830.5383,  64.8, 0.491, 0.031
3830ML1040660011601048C00_DXXX,3830.6733,  64.9, 0.511, 0.015
3833ML1040750011601147C00_DXXX,3833.5667,  66.2, 0.515, 0.028
3837ML1040910011601176C00_DXXX,3837.3191,  67.9, 0.472, 0.014
3837ML1040930011601182C00_DXXX,3837.5217,  67.9, 0.504, 0.031
3838ML1041030011601229C00_DXXX,3838.6372,  68.4, 0.504, 0.020
3841ML1041160011601353C00_DXXX,3841.5522,  69.8, 0.505, 0.029
3843ML1041280011601498C00_DXXX,3843.6545,  70.7, 0.503, 0.017
3844ML1041300011601504C00_DXXX,3844.3276,  71.0, 0.512, 0.015
3847ML1041470011601581C00_DXXX,3847.5591,  72.4, 0.483, 0.029
3848ML1041530011601602C00_DXXX,3848.6426,  72.9, 0.485, 0.019
3850ML1041610011601719C00_DXXX,3850.5679,  73.8, 0.470, 0.028
3851ML1041620011601724C00_DXXX,3851.3403,  74.1, 0.505, 0.017
3852ML1041770011601795C00_DXXX,3852.5359,  74.7, 0.457, 0.030
3856ML1041950011601911C00_DXXX,3856.5352,  76.5, 0.478, 0.030
3857ML1042030011601949C00_DXXX,3857.3682,  76.8, 0.460, 0.021
3857ML1042090011601987C00_DXXX,3857.6836,  77.0, 0.456, 0.014
3860ML1042320011602162C00_DXXX,3860.4929,  78.2, 0.468, 0.031
3863ML1042470011602324C00_DXXX,3863.3857,  79.5, 0.474, 0.023
3864ML1042480011602329C00_DXXX,3864.4785,  80.0, 0.484, 0.031
3864ML1042570011602379C00_DXXX,3864.6501,  80.1, 0.476, 0.018
3866ML1042680011602549C00_DXXX,3866.4937,  80.9, 0.465, 0.031
3871ML1042920011602730C00_DXXX,3871.3013,  83.1, 0.450, 0.014
3872ML1043060011602954C00_DXXX,3872.5442,  83.7, 0.467, 0.030
3874ML1043230011603068C00_DXXX,3874.5398,  84.6, 0.455, 0.030
3877ML1043310011603155C00_DXXX,3877.5432,  85.9, 0.460, 0.030
3878ML1043370011603157C00_DXXX,3878.3413,  86.3, 0.470, 0.017
3881ML1043570011603295C00_DXXX,3881.4900,  87.7, 0.488, 0.031
3881ML1043580011603297C00_DXXX,3881.6707,  87.8, 0.454, 0.015
3886ML1043850011603407C00_DXXX,3886.3523,  89.9, 0.507, 0.018
3886ML1043870011603463C00_DXXX,3886.5286,  90.0, 0.522, 0.031
3888ML1044000011603511C00_DXXX,3888.4299,  90.9, 0.477, 0.028
3891ML1044160011603583C00_DXXX,3891.5356,  92.3, 0.507, 0.030
3892ML1044170011603585C00_DXXX,3892.3950,  92.6, 0.548, 0.024
3892ML1044180011603590C00_DXXX,3892.4885,  92.7, 0.529, 0.031
3892ML1044260011603667C00_DXXX,3892.6655,  92.8, 0.539, 0.016
3894ML1044310011603732C00_DXXX,3894.5330,  93.6, 0.531, 0.030
3894ML1044350011603746C00_DXXX,3894.6165,  93.7, 0.517, 0.023
3898ML1044530011603956C00_DXXX,3898.3911,  95.4, 0.541, 0.024
3898ML1044670011604047C00_DXXX,3898.6550,  95.5, 0.517, 0.017
3900ML1044750011604245C00_DXXX,3900.5491,  96.4, 0.516, 0.029
3904ML1045020011604417C00_DXXX,3904.4927,  98.2, 0.532, 0.031
3906ML1045200011604485C00_DXXX,3906.5171,  99.1, 0.508, 0.031
3912ML1045540011604631C00_DXXX,3912.3269, 101.8, 0.489, 0.015
3912ML1045680011604709C00_DXXX,3912.6736, 101.9, 0.517, 0.015
3915ML1045830011604787C00_DXXX,3915.5337, 103.3, 0.542, 0.030
3919ML1046030011604953C00_DXXX,3919.3354, 105.0, 0.528, 0.016
3919ML1046040011604958C00_DXXX,3919.5122, 105.1, 0.525, 0.031
3919ML1046160011605040C00_DXXX,3919.6775, 105.2, 0.542, 0.014
3922ML1046260011605093C00_DXXX,3922.5288, 106.5, 0.519, 0.030
3922ML1046280011605096C00_DXXX,3922.6814, 106.6, 0.543, 0.014
3924ML1046380011505435C00_DXXX,3924.5903, 107.5, 0.524, 0.026
3926ML1046390011505440C00_DXXX,3926.3569, 108.3, 0.527, 0.019
3927ML1046510011505538C00_DXXX,3927.6643, 108.9, 0.469, 0.016
3932ML1046710011505714C00_DXXX,3932.3779, 111.1, 0.662, 0.023
3934ML1046900011505821C00_DXXX,3934.6953, 112.2, 0.653, 0.014
3935ML1046910011505826C00_DXXX,3935.4968, 112.6, 0.649, 0.032
3938ML1047110011406061C00_DXXX,3938.6350, 114.1, 0.680, 0.021
3939ML1047120011406066C00_DXXX,3939.3979, 114.4, 0.903, 0.026
3942ML1047280011306222C00_DXXX,3942.5398, 115.9, 0.739, 0.030
3945ML1047440011206341C00_DXXX,3945.6453, 117.4, 0.718, 0.019
3946ML1047450011206346C00_DXXX,3946.3083, 117.7, 0.831, 0.014
3946ML1047550011206404C00_DXXX,3946.5464, 117.8, 0.709, 0.030
3948ML1047630011206418C00_DXXX,3948.5083, 118.8, 0.658, 0.032
3949ML1047710011206547C00_DXXX,3949.4470, 119.2, 0.672, 0.030
3950ML1047730011206553C00_DXXX,3950.4751, 119.7, 0.647, 0.032
3951ML1047770011206617C00_DXXX,3951.4429, 120.2, 0.643, 0.030
3952ML1047830011206642C00_DXXX,3952.4507, 120.7, 0.619, 0.031
3953ML1047840011206647C00_DXXX,3953.3525, 121.1, 0.707, 0.019
3953ML1047940011206693C00_DXXX,3953.5493, 121.2, 0.591, 0.030
